都道府県名,年,国籍,年間訪問者数,第1四半期,第2四半期,第3四半期,第4四半期
山梨県,2017,インド,4497,481,1592,1870,554
山梨県,2017,英国,14455,1344,4642,4359,4110
山梨県,2017,フランス,10706,746,5372,2149,2439
山梨県,2017,ドイツ,7455,747,2953,844,2911
山梨県,2017,スペイン,1723,155,578,422,568
山梨県,2017,イタリア,4251,553,1315,1876,507
山梨県,2017,ロシア,3422,363,1137,1224,698
山梨県,2017,カナダ,16975,2226,6161,4956,3632
山梨県,2017,米国,44784,6269,17112,13202,8201
山梨県,2017,オーストラリア,28154,5846,8050,5537,8721
栃木県,2017,韓国,22135,3871,8017,6408,3839
栃木県,2017,中国,58654,8570,9470,28994,11620
栃木県,2017,台湾,74856,8637,17390,17350,31479
栃木県,2017,香港,32534,5431,4525,4471,18107
栃木県,2017,ベトナム,9610,1178,4289,2768,1375
栃木県,2017,タイ,43331,4663,10435,2700,25533
栃木県,2017,シンガポール,3649,0,1165,666,1818
栃木県,2017,マレーシア,6694,425,3058,1935,1276
栃木県,2017,フィリピン,4813,897,1417,1815,684
栃木県,2017,インドネシア,9943,472,2085,1917,5469
栃木県,2017,インド,4071,641,455,1683,1292
栃木県,2017,英国,9548,1344,3610,484,4110
栃木県,2017,フランス,15860,2238,5909,4299,3414
栃木県,2017,ドイツ,6575,1121,2953,422,2079
栃木県,2017,スペイン,7873,618,2024,2957,2274
栃木県,2017,イタリア,7593,221,2255,2918,2199
栃木県,2017,ロシア,2716,484,812,1071,349
栃木県,2017,カナダ,4449,0,1540,1352,1557
栃木県,2017,米国,26682,3918,10161,6814,5789
栃木県,2017,オーストラリア,14613,1461,1858,4027,7267
茨城県,2017,韓国,18054,3010,4642,3204,7198
茨城県,2017,中国,47738,10712,9470,21746,5810
茨城県,2017,台湾,23977,3839,3478,6506,10154
茨城県,2017,香港,1810,1810,0,0,0
茨城県,2017,ベトナム,2759,0,0,1384,1375
茨城県,2017,タイ,14325,4663,2609,4049,3004
茨城県,2017,シンガポール,666,0,0,666,0
茨城県,2017,マレーシア,4405,0,1747,1382,1276
茨城県,2017,フィリピン,8641,1346,1417,1089,4789
茨城県,2017,インドネシア,6441,472,2085,1150,2734
茨城県,2017,インド,2767,641,455,748,923
茨城県,2017,英国,4678,3137,0,0,1541
茨城県,2017,フランス,3428,1865,0,1075,488
茨城県,2017,ドイツ,5822,374,1688,1265,2495
茨城県,2017,スペイン,309,309,0,0,0
茨城県,2017,イタリア,1237,443,0,625,169
茨城県,2017,ロシア,1276,121,325,306,524
茨城県,2017,カナダ,4386,0,1027,1802,1557
茨城県,2017,米国,12537,1959,1070,4684,4824
茨城県,2017,オーストラリア,4360,0,0,0,4360
東京都,2018,韓国,1488194,427065,359351,344513,357265
東京都,2018,中国,4668636,1076247,1141643,1450026,1000720
東京都,2018,台湾,1496680,361070,418957,382322,334331
東京都,2018,香港,723701,168110,187622,193229,174740
東京都,2018,ベトナム,250017,46655,69518,64786,69058
東京都,2018,タイ,589814,142233,182561,90461,174559
東京都,2018,シンガポール,286763,52916,83625,45169,105053
東京都,2018,マレーシア,206686,45735,47276,29294,84381
東京都,2018,フィリピン,292962,65659,95158,46856,85289
東京都,2018,インドネシア,335072,69915,107254,54739,103164
東京都,2018,インド,100879,24609,29130,23922,23218
東京都,2018,英国,317047,76319,82825,73494,84409
東京都,2018,フランス,266725,48611,81384,71820,64910
東京都,2018,ドイツ,175795,40967,45862,42834,46132
東京都,2018,スペイン,117682,19155,26798,43317,28412
東京都,2018,イタリア,138953,24064,39679,45608,29602
東京都,2018,ロシア,72553,16421,17591,16184,22357
東京都,2018,カナダ,277609,64010,75023,64898,73678
東京都,2018,米国,1190658,242191,352172,275904,320391
東京都,2018,オーストラリア,473522,136638,116214,90430,130240
神奈川県,2018,韓国,201605,48375,65556,40490,47184
神奈川県,2018,中国,792364,172040,224279,231168,164877
神奈川県,2018,台湾,248018,58030,69677,66687,53624
神奈川県,2018,香港,98199,17391,26056,31859,22893
神奈川県,2018,ベトナム,41762,10729,12154,8827,10052
神奈川県,2018,タイ,74518,16740,26867,13038,17873
神奈川県,2018,シンガポール,36517,6454,10494,4583,14986
神奈川県,2018,マレーシア,35600,7737,3262,5188,19413
神奈川県,2018,フィリピン,52829,8939,18542,10900,14448
神奈川県,2018,インドネシア,35845,5207,11142,6686,12810
神奈川県,2018,インド,26792,3422,7483,3251,12636
神奈川県,2018,英国,63226,12069,19235,16789,15133
神奈川県,2018,フランス,49482,6804,17100,12779,12799
神奈川県,2018,ドイツ,36703,7303,10149,9332,9919
神奈川県,2018,スペイン,28639,3599,6332,9746,8962
神奈川県,2018,イタリア,17629,3176,2843,7333,4277
神奈川県,2018,ロシア,10776,353,4820,2520,3083
神奈川県,2018,カナダ,55242,9010,17121,14649,14462
神奈川県,2018,米国,248197,40742,79550,61613,66292
神奈川県,2018,オーストラリア,69811,10293,23176,13097,23245
千葉県,2018,韓国,1116100,313945,266722,265936,269497
千葉県,2018,中国,3001501,707781,756111,901180,636429
千葉県,2018,台湾,1362512,324234,384899,352949,300430
千葉県,2018,香港,636371,148024,162895,169951,155501
千葉県,2018,ベトナム,181921,31960,52606,48478,48877
千葉県,2018,タイ,551829,127295,168168,91997,164369
千葉県,2018,シンガポール,180940,33283,51186,27888,68583
千葉県,2018,マレーシア,184898,44152,49673,33489,57584
千葉県,2018,フィリピン,264238,59329,84927,41978,78004
千葉県,2018,インドネシア,184085,35500,61158,36892,50535
千葉県,2018,インド,129983,27703,38706,31984,31590
千葉県,2018,英国,198000,48251,52109,46841,50799
千葉県,2018,フランス,150152,27874,43396,44114,34768
千葉県,2018,ドイツ,93218,20374,23406,23975,25463
千葉県,2018,スペイン,118901,19864,26798,43317,28922
千葉県,2018,イタリア,150060,25577,40988,47868,35627
千葉県,2018,ロシア,90900,19542,24613,20402,26343
千葉県,2018,カナダ,189727,48770,48382,45812,46763
千葉県,2018,米国,981893,209832,289255,234239,248567
千葉県,2018,オーストラリア,374234,110543,90606,72791,100294
埼玉県,2018,韓国,39344,11373,10264,7589,10118
埼玉県,2018,中国,62816,16742,17233,17452,11389
埼玉県,2018,台湾,54188,14191,18599,12250,9148
埼玉県,2018,香港,14180,3461,4263,3580,2876
埼玉県,2018,ベトナム,12422,2856,5751,1903,1912
埼玉県,2018,タイ,22941,3440,6113,4947,8441
埼玉県,2018,シンガポール,4920,1086,1051,357,2426
埼玉県,2018,マレーシア,5152,683,2317,2152,0
埼玉県,2018,フィリピン,13460,2186,5033,1797,4444
埼玉県,2018,インドネシア,7221,1146,2442,977,2656
埼玉県,2018,インド,2298,0,1111,689,498
埼玉県,2018,英国,7459,1292,1614,2293,2260
埼玉県,2018,フランス,4841,1015,479,1725,1622
埼玉県,2018,ドイツ,3461,891,1172,530,868
埼玉県,2018,スペイン,902,0,442,460,0
埼玉県,2018,イタリア,2927,923,0,1467,537
埼玉県,2018,ロシア,1122,0,483,274,365
埼玉県,2018,カナダ,5511,799,1042,2187,1483
埼玉県,2018,米国,17416,3667,5735,5371,2643
埼玉県,2018,オーストラリア,5991,1686,2074,521,1710
群馬県,2018,韓国,12055,3376,2937,3308,2434
群馬県,2018,中国,24388,6328,5768,7432,4860
群馬県,2018,台湾,41942,12566,16965,7374,5037
群馬県,2018,香港,13567,3848,3492,2279,3948
群馬県,2018,ベトナム,4344,2808,778,537,221
群馬県,2018,タイ,8078,3376,612,1310,2780
群馬県,2018,シンガポール,3809,630,2178,0,1001
群馬県,2018,マレーシア,4299,1248,1204,1056,791
群馬県,2018,フィリピン,10775,0,2521,4680,3574
群馬県,2018,インドネシア,1349,704,327,0,318
群馬県,2018,インド,2053,1497,556,0,0
群馬県,2018,英国,518,0,0,518,0
群馬県,2018,フランス,1664,674,287,421,282
群馬県,2018,ドイツ,1636,380,382,523,351
群馬県,2018,スペイン,2371,0,0,920,1451
群馬県,2018,イタリア,2094,923,438,733,0
群馬県,2018,ロシア,907,424,483,0,0
群馬県,2018,カナダ,3703,403,1598,548,1154
群馬県,2018,米国,12438,1695,4935,3123,2685
群馬県,2018,オーストラリア,4247,2028,1345,109,765
山梨県,2018,韓国,21022,5277,3135,6612,5998
山梨県,2018,中国,657273,169163,144938,156310,186862
山梨県,2018,台湾,163626,26271,54216,37332,45807
山梨県,2018,香港,71258,13940,19490,19782,18046
山梨県,2018,ベトナム,68267,6635,18818,28663,14151
山梨県,2018,タイ,147737,34101,46266,17727,49643
山梨県,2018,シンガポール,26170,2912,6423,2930,13905
山梨県,2018,マレーシア,39677,6344,9786,2582,20965
山梨県,2018,フィリピン,26119,4843,10360,3032,7884
山梨県,2018,インドネシア,44009,6667,18144,4555,14643
山梨県,2018,インド,8269,1283,2127,2446,2413
山梨県,2018,英国,16599,2164,5728,3160,5547
山梨県,2018,フランス,19471,1862,4971,9260,3378
山梨県,2018,ドイツ,9410,500,3296,3230,2384
山梨県,2018,スペイン,11735,355,0,6507,4873
山梨県,2018,イタリア,5491,665,2626,2200,0
山梨県,2018,ロシア,2597,0,1136,0,1461
山梨県,2018,カナダ,20282,1626,4845,7540,6271
山梨県,2018,米国,53868,6134,15824,16116,15794
山梨県,2018,オーストラリア,32889,6161,11844,6967,7917
栃木県,2018,韓国,19082,3031,4814,5464,5773
栃木県,2018,中国,42948,10040,11646,9640,11622
栃木県,2018,台湾,80775,11375,30990,9953,28457
栃木県,2018,香港,22061,1771,9038,4519,6733
栃木県,2018,ベトナム,7229,2851,1255,2424,699
栃木県,2018,タイ,38554,7053,7966,2721,20814
栃木県,2018,シンガポール,5928,739,1945,238,3006
栃木県,2018,マレーシア,9185,1530,979,2742,3934
栃木県,2018,フィリピン,8822,122,4035,1005,3660
栃木県,2018,インドネシア,8685,2236,2578,2171,1700
栃木県,2018,インド,7391,428,3702,933,2328
栃木県,2018,英国,10712,399,3083,1466,5764
栃木県,2018,フランス,15881,1507,5037,3524,5813
栃木県,2018,ドイツ,8130,1013,2001,2643,2473
栃木県,2018,スペイン,7373,709,884,2761,3019
栃木県,2018,イタリア,6445,1330,654,2330,2131
栃木県,2018,ロシア,2819,353,967,404,1095
栃木県,2018,カナダ,7360,765,1664,2558,2373
栃木県,2018,米国,29904,4368,7728,5353,12455
栃木県,2018,オーストラリア,10736,1222,4443,1043,4028
茨城県,2018,韓国,20577,3873,3589,6182,6933
茨城県,2018,中国,80948,17795,26409,20559,16185
茨城県,2018,台湾,30199,1155,16782,7357,4905
茨城県,2018,香港,8492,1510,2837,2101,2044
茨城県,2018,ベトナム,4958,1401,777,2321,459
茨城県,2018,タイ,21903,2392,8934,4457,6120
茨城県,2018,シンガポール,4166,411,791,246,2718
茨城県,2018,マレーシア,3843,1833,0,0,2010
茨城県,2018,フィリピン,10391,2831,1876,196,5488
茨城県,2018,インドネシア,7593,1429,3689,643,1832
茨城県,2018,インド,4711,428,556,814,2913
茨城県,2018,英国,3192,1784,876,0,532
茨城県,2018,フランス,3651,2503,617,234,297
茨城県,2018,ドイツ,3599,1211,1450,582,356
茨城県,2018,スペイン,3907,0,2937,460,510
茨城県,2018,イタリア,4578,0,654,0,3924
茨城県,2018,ロシア,1429,353,284,792,0
茨城県,2018,カナダ,4385,917,1721,443,1304
茨城県,2018,米国,10650,2538,3596,2977,1539
茨城県,2018,オーストラリア,3661,221,1201,0,2239
東京都,2019,韓国,1195128,406256,344608,254756,189508
東京都,2019,中国,4959440,1155450,1233339,1568195,1002456
東京都,2019,台湾,1431704,358632,375085,361873,336114
東京都,2019,香港,738941,168985,184123,181777,204056
東京都,2019,ベトナム,310934,73510,82269,81151,74004
東京都,2019,タイ,646447,168295,173085,93726,211341
東京都,2019,シンガポール,301594,61693,75329,44152,120420
東京都,2019,マレーシア,243792,61191,53065,33954,95582
東京都,2019,フィリピン,314180,62025,95580,49773,106802
東京都,2019,インドネシア,335623,86115,94363,50808,104337
東京都,2019,インド,128597,28104,43639,28855,27999
東京都,2019,英国,363726,69788,89568,90080,114290
東京都,2019,フランス,294933,52339,89611,80233,72750
東京都,2019,ドイツ,194245,40636,55806,46237,51566
東京都,2019,スペイン,115663,16525,30579,42045,26514
東京都,2019,イタリア,140441,20329,43093,44479,32540
東京都,2019,ロシア,90033,16033,26013,22410,25577
東京都,2019,カナダ,314216,64276,85231,74891,89818
東京都,2019,米国,1313048,262089,404908,315981,330070
東京都,2019,オーストラリア,534718,137262,136732,107681,153043
神奈川県,2019,韓国,158517,46308,39713,40863,31633
神奈川県,2019,中国,853762,188826,205691,290447,168798
神奈川県,2019,台湾,226348,59575,52675,68592,45506
神奈川県,2019,香港,91487,16726,20214,24166,30381
神奈川県,2019,ベトナム,45730,12523,10064,12648,10495
神奈川県,2019,タイ,76916,20464,20959,12267,23226
神奈川県,2019,シンガポール,32571,6085,10030,4265,12191
神奈川県,2019,マレーシア,33782,6347,7975,5295,14165
神奈川県,2019,フィリピン,55829,11155,17021,7901,19752
神奈川県,2019,インドネシア,38144,8591,9922,6347,13284
神奈川県,2019,インド,33702,5494,10755,8383,9070
神奈川県,2019,英国,88556,6508,23227,13766,45055
神奈川県,2019,フランス,57979,8975,19545,17022,12437
神奈川県,2019,ドイツ,40531,5170,12232,9189,13940
神奈川県,2019,スペイン,26753,2815,9135,9824,4979
神奈川県,2019,イタリア,27283,4946,10903,7486,3948
神奈川県,2019,ロシア,11853,1892,4491,2348,3122
神奈川県,2019,カナダ,55267,7787,17719,12659,17102
神奈川県,2019,米国,292737,57528,89445,70606,75158
神奈川県,2019,オーストラリア,83847,12621,30490,17969,22767
千葉県,2019,韓国,919769,314407,272429,197901,135032
千葉県,2019,中国,3038360,726934,721334,980896,609196
千葉県,2019,台湾,1287627,330847,338704,319328,298748
千葉県,2019,香港,651129,153377,162734,158601,176417
千葉県,2019,ベトナム,242908,56749,66224,59663,60272
千葉県,2019,タイ,606825,165382,159361,87891,194191
千葉県,2019,シンガポール,185812,37559,47984,26392,73877
千葉県,2019,マレーシア,173999,39846,39646,24632,69875
千葉県,2019,フィリピン,278925,56934,82318,46029,93644
千葉県,2019,インドネシア,174107,45882,49672,24861,53692
千葉県,2019,インド,133089,30001,42000,30479,30609
千葉県,2019,英国,222154,38535,52893,61778,68948
千葉県,2019,フランス,165310,28964,47937,47114,41295
千葉県,2019,ドイツ,103651,21323,30529,26844,24955
千葉県,2019,スペイン,91869,12989,22350,34459,22071
千葉県,2019,イタリア,101897,15547,29390,33331,23629
千葉県,2019,ロシア,107667,20773,31029,24858,31007
千葉県,2019,カナダ,219851,44850,59125,53095,62781
千葉県,2019,米国,1086992,227127,321869,262195,275801
千葉県,2019,オーストラリア,398503,105426,100999,80258,111820
埼玉県,2019,韓国,44401,8598,15552,10367,9884
埼玉県,2019,中国,69105,11508,24033,17594,15970
埼玉県,2019,台湾,53428,9456,19165,12584,12223
埼玉県,2019,香港,21279,1481,8583,3683,7532
埼玉県,2019,ベトナム,18364,7432,4959,2131,3842
埼玉県,2019,タイ,25619,4152,9118,6160,6189
埼玉県,2019,シンガポール,1901,306,1059,217,319
埼玉県,2019,マレーシア,8110,1716,2350,1362,2682
埼玉県,2019,フィリピン,15515,2716,4031,3297,5471
埼玉県,2019,インドネシア,6485,1429,2076,920,2060
埼玉県,2019,インド,3101,0,431,1558,1112
埼玉県,2019,英国,6610,478,2117,0,4015
埼玉県,2019,フランス,3172,780,695,1306,391
埼玉県,2019,ドイツ,4700,1644,665,1671,720
埼玉県,2019,スペイン,999,0,468,319,212
埼玉県,2019,イタリア,1935,251,219,402,1063
埼玉県,2019,ロシア,675,0,0,0,675
埼玉県,2019,カナダ,4682,1815,1689,639,539
埼玉県,2019,米国,18615,2585,5060,6107,4863
埼玉県,2019,オーストラリア,5837,2031,1244,608,1954
群馬県,2019,韓国,11903,3675,1973,2957,3298
群馬県,2019,中国,28586,6825,8422,6073,7266
群馬県,2019,台湾,30493,11937,8380,5182,4994
群馬県,2019,香港,14182,2571,3377,2268,5966
群馬県,2019,ベトナム,2633,692,1556,385,0
群馬県,2019,タイ,12012,2336,3842,792,5042
群馬県,2019,シンガポール,4803,951,1082,325,2445
群馬県,2019,マレーシア,4367,582,541,409,2835
群馬県,2019,フィリピン,6940,994,869,1221,3856
群馬県,2019,インドネシア,1164,284,452,185,243
群馬県,2019,インド,1998,0,431,519,1048
群馬県,2019,英国,3581,1855,942,784,0
群馬県,2019,フランス,3188,134,298,908,1848
群馬県,2019,ドイツ,1915,691,489,305,430
群馬県,2019,スペイン,325,0,0,325,0
群馬県,2019,イタリア,1609,417,219,272,701
群馬県,2019,ロシア,835,0,835,0,0
群馬県,2019,カナダ,1737,278,165,421,873
群馬県,2019,米国,14229,3110,3478,2866,4775
群馬県,2019,オーストラリア,7571,2177,345,304,4745
山梨県,2019,韓国,14994,4393,4179,4037,2385
山梨県,2019,中国,970519,185236,225404,340415,219464
山梨県,2019,台湾,208318,42153,53578,61448,51139
山梨県,2019,香港,77704,13330,20346,22318,21710
山梨県,2019,ベトナム,45933,8040,13400,18323,6170
山梨県,2019,タイ,139509,38864,38192,10448,52005
山梨県,2019,シンガポール,20543,2870,6884,1728,9061
山梨県,2019,マレーシア,47505,9790,11702,5341,20672
山梨県,2019,フィリピン,26312,5282,10473,2367,8190
山梨県,2019,インドネシア,37204,10491,12445,2452,11816
山梨県,2019,インド,10119,381,4316,3880,1542
山梨県,2019,英国,17397,2844,5973,4331,4249
山梨県,2019,フランス,19077,2103,5352,7621,4001
山梨県,2019,ドイツ,11807,2094,3124,4148,2441
山梨県,2019,スペイン,3969,370,1053,1193,1353
山梨県,2019,イタリア,6919,1784,1508,2128,1499
山梨県,2019,ロシア,4622,273,682,2654,1013
山梨県,2019,カナダ,18586,1534,7397,5430,4225
山梨県,2019,米国,53042,5197,16585,15793,15467
山梨県,2019,オーストラリア,42089,3445,16749,6880,15015
栃木県,2019,韓国,15360,3810,3357,4171,4022
栃木県,2019,中国,39936,11721,9672,8785,9758
栃木県,2019,台湾,83251,12967,30641,12665,26978
栃木県,2019,香港,22818,3091,9982,2930,6815
栃木県,2019,ベトナム,5790,243,1255,1260,3032
栃木県,2019,タイ,44607,8278,10397,5599,20333
栃木県,2019,シンガポール,11962,1362,6904,915,2781
栃木県,2019,マレーシア,7832,1808,1987,2200,1837
栃木県,2019,フィリピン,9633,980,2784,1165,4704
栃木県,2019,インドネシア,6824,728,615,1121,4360
栃木県,2019,インド,4472,1824,1017,519,1112
栃木県,2019,英国,8011,2220,2083,1908,1800
栃木県,2019,フランス,14764,930,6363,3862,3609
栃木県,2019,ドイツ,8484,1073,1817,3824,1770
栃木県,2019,スペイン,9912,1161,1493,2881,4377
栃木県,2019,イタリア,5302,409,2599,2294,0
栃木県,2019,ロシア,3309,0,1682,531,1096
栃木県,2019,カナダ,7765,1068,2518,3058,1121
栃木県,2019,米国,26671,4027,7101,9482,6061
栃木県,2019,オーストラリア,12433,1427,4179,1854,4973
茨城県,2019,韓国,26464,7112,8819,4962,5571
茨城県,2019,中国,88447,19506,28100,22978,17863
茨城県,2019,台湾,39361,4865,20135,4887,9474
茨城県,2019,香港,14731,1345,6862,1296,5228
茨城県,2019,ベトナム,11067,4051,1015,2689,3312
茨城県,2019,タイ,24309,6766,5743,2975,8825
茨城県,2019,シンガポール,3586,825,616,1299,846
茨城県,2019,マレーシア,6227,2275,2036,479,1437
茨城県,2019,フィリピン,9181,1019,2773,877,4512
茨城県,2019,インドネシア,6473,992,1255,1022,3204
茨城県,2019,インド,4573,2498,155,337,1583
茨城県,2019,英国,4742,418,1612,1576,1136
茨城県,2019,フランス,3455,695,150,1375,1235
茨城県,2019,ドイツ,4128,1797,904,987,440
茨城県,2019,スペイン,348,0,157,191,0
茨城県,2019,イタリア,927,0,450,196,281
茨城県,2019,ロシア,414,0,414,0,0
茨城県,2019,カナダ,1405,278,1127,0,0
茨城県,2019,米国,10927,2449,3536,2208,2734
茨城県,2019,オーストラリア,1671,552,0,0,1119
